id,microserviceName,URI,connectionTypes,duplicate,creationTime,pattern,role,connections
0,LoadBalancingService0,http://localhost:9010/api/LoadBalancingService0,GET ,false,0,LoadBalanceing,LoadBalancingService,POST http://localhost:9011/api/ProviderService0 PUT http://localhost:9011/api/ProviderService0 GET http://localhost:9011/api/ProviderService0 POST http://localhost:9012/api/ProviderService1 PUT http://localhost:9012/api/ProviderService1 GET http://localhost:9012/api/ProviderService1 POST http://localhost:9013/api/ProviderService2 PUT http://localhost:9013/api/ProviderService2 GET http://localhost:9013/api/ProviderService2 POST http://localhost:9014/api/ProviderService3 PUT http://localhost:9014/api/ProviderService3 GET http://localhost:9014/api/ProviderService3 POST http://localhost:9015/api/ProviderService4 PUT http://localhost:9015/api/ProviderService4 GET http://localhost:9015/api/ProviderService4 POST http://localhost:9016/api/ProviderService5 PUT http://localhost:9016/api/ProviderService5 GET http://localhost:9016/api/ProviderService5 
1,ProviderService0,http://localhost:9011/api/ProviderService0,POST PUT GET ,false,1,LoadBalanceing,ProviderService,
2,ProviderService1,http://localhost:9012/api/ProviderService1,POST PUT GET ,false,2,LoadBalanceing,ProviderService,
3,ProviderService2,http://localhost:9013/api/ProviderService2,POST PUT GET ,false,3,LoadBalanceing,ProviderService,
4,ProviderService3,http://localhost:9014/api/ProviderService3,POST PUT GET ,false,4,LoadBalanceing,ProviderService,
5,ProviderService4,http://localhost:9015/api/ProviderService4,POST PUT GET ,false,5,LoadBalanceing,ProviderService,
6,ProviderService5,http://localhost:9016/api/ProviderService5,POST PUT GET ,false,6,LoadBalanceing,ProviderService,
7,LoadBalancingService1,http://localhost:9017/api/LoadBalancingService1,GET ,false,7,LoadBalanceing,LoadBalancingService,POST http://localhost:9018/api/ProviderService6 PUT http://localhost:9018/api/ProviderService6 GET http://localhost:9018/api/ProviderService6 POST http://localhost:9019/api/ProviderService7 PUT http://localhost:9019/api/ProviderService7 GET http://localhost:9019/api/ProviderService7 POST http://localhost:9020/api/ProviderService8 PUT http://localhost:9020/api/ProviderService8 GET http://localhost:9020/api/ProviderService8 POST http://localhost:9021/api/ProviderService9 PUT http://localhost:9021/api/ProviderService9 GET http://localhost:9021/api/ProviderService9 
8,ProviderService6,http://localhost:9018/api/ProviderService6,POST PUT GET ,false,8,LoadBalanceing,ProviderService,
9,ProviderService7,http://localhost:9019/api/ProviderService7,POST PUT GET ,false,9,LoadBalanceing,ProviderService,
10,ProviderService8,http://localhost:9020/api/ProviderService8,POST PUT GET ,false,10,LoadBalanceing,ProviderService,
11,ProviderService9,http://localhost:9021/api/ProviderService9,POST PUT GET ,false,11,LoadBalanceing,ProviderService,
