id,microserviceName,URI,connectionTypes,duplicate,creationTime,pattern,role,connections
0,LoadBalancingService0,http://localhost:9010/api/LoadBalancingService0,GET ,false,0,LoadBalanceing,LoadBalancingService,POST http://localhost:9011/api/ProviderService0 PUT http://localhost:9011/api/ProviderService0 GET http://localhost:9011/api/ProviderService0 POST http://localhost:9012/api/ProviderService1 PUT http://localhost:9012/api/ProviderService1 GET http://localhost:9012/api/ProviderService1 POST http://localhost:9013/api/ProviderService2 PUT http://localhost:9013/api/ProviderService2 GET http://localhost:9013/api/ProviderService2 
1,ProviderService0,http://localhost:9011/api/ProviderService0,POST PUT GET ,false,1,LoadBalanceing,ProviderService,
2,ProviderService1,http://localhost:9012/api/ProviderService1,POST PUT GET ,false,2,LoadBalanceing,ProviderService,
3,ProviderService2,http://localhost:9013/api/ProviderService2,POST PUT GET ,false,3,LoadBalanceing,ProviderService,
4,LoadBalancingService1,http://localhost:9014/api/LoadBalancingService1,GET ,false,4,LoadBalanceing,LoadBalancingService,POST http://localhost:9015/api/ProviderService3 PUT http://localhost:9015/api/ProviderService3 GET http://localhost:9015/api/ProviderService3 POST http://localhost:9016/api/ProviderService4 PUT http://localhost:9016/api/ProviderService4 GET http://localhost:9016/api/ProviderService4 POST http://localhost:9017/api/ProviderService5 PUT http://localhost:9017/api/ProviderService5 GET http://localhost:9017/api/ProviderService5 
5,ProviderService3,http://localhost:9015/api/ProviderService3,POST PUT GET ,false,5,LoadBalanceing,ProviderService,
6,ProviderService4,http://localhost:9016/api/ProviderService4,POST PUT GET ,false,6,LoadBalanceing,ProviderService,
7,ProviderService5,http://localhost:9017/api/ProviderService5,POST PUT GET ,false,7,LoadBalanceing,ProviderService,
8,LoadBalancingService2,http://localhost:9018/api/LoadBalancingService2,GET ,false,8,LoadBalanceing,LoadBalancingService,POST http://localhost:9019/api/ProviderService6 PUT http://localhost:9019/api/ProviderService6 GET http://localhost:9019/api/ProviderService6 POST http://localhost:9020/api/ProviderService7 PUT http://localhost:9020/api/ProviderService7 GET http://localhost:9020/api/ProviderService7 POST http://localhost:9021/api/ProviderService8 PUT http://localhost:9021/api/ProviderService8 GET http://localhost:9021/api/ProviderService8 POST http://localhost:9022/api/ProviderService9 PUT http://localhost:9022/api/ProviderService9 GET http://localhost:9022/api/ProviderService9 POST http://localhost:9023/api/ProviderService10 PUT http://localhost:9023/api/ProviderService10 GET http://localhost:9023/api/ProviderService10 POST http://localhost:9024/api/ProviderService11 PUT http://localhost:9024/api/ProviderService11 GET http://localhost:9024/api/ProviderService11 
9,ProviderService6,http://localhost:9019/api/ProviderService6,POST PUT GET ,false,9,LoadBalanceing,ProviderService,
10,ProviderService7,http://localhost:9020/api/ProviderService7,POST PUT GET ,false,10,LoadBalanceing,ProviderService,
11,ProviderService8,http://localhost:9021/api/ProviderService8,POST PUT GET ,false,11,LoadBalanceing,ProviderService,
12,ProviderService9,http://localhost:9022/api/ProviderService9,POST PUT GET ,false,12,LoadBalanceing,ProviderService,
13,ProviderService10,http://localhost:9023/api/ProviderService10,POST PUT GET ,false,13,LoadBalanceing,ProviderService,
14,ProviderService11,http://localhost:9024/api/ProviderService11,POST PUT GET ,false,14,LoadBalanceing,ProviderService,
15,LoadBalancingService3,http://localhost:9025/api/LoadBalancingService3,GET ,false,15,LoadBalanceing,LoadBalancingService,POST http://localhost:9026/api/ProviderService12 PUT http://localhost:9026/api/ProviderService12 GET http://localhost:9026/api/ProviderService12 POST http://localhost:9027/api/ProviderService13 PUT http://localhost:9027/api/ProviderService13 GET http://localhost:9027/api/ProviderService13 POST http://localhost:9028/api/ProviderService14 PUT http://localhost:9028/api/ProviderService14 GET http://localhost:9028/api/ProviderService14 POST http://localhost:9029/api/ProviderService15 PUT http://localhost:9029/api/ProviderService15 GET http://localhost:9029/api/ProviderService15 POST http://localhost:9030/api/ProviderService16 PUT http://localhost:9030/api/ProviderService16 GET http://localhost:9030/api/ProviderService16 
16,ProviderService12,http://localhost:9026/api/ProviderService12,POST PUT GET ,false,16,LoadBalanceing,ProviderService,
17,ProviderService13,http://localhost:9027/api/ProviderService13,POST PUT GET ,false,17,LoadBalanceing,ProviderService,
18,ProviderService14,http://localhost:9028/api/ProviderService14,POST PUT GET ,false,18,LoadBalanceing,ProviderService,
19,ProviderService15,http://localhost:9029/api/ProviderService15,POST PUT GET ,false,19,LoadBalanceing,ProviderService,
20,ProviderService16,http://localhost:9030/api/ProviderService16,POST PUT GET ,false,20,LoadBalanceing,ProviderService,
21,LoadBalancingService4,http://localhost:9031/api/LoadBalancingService4,GET ,false,21,LoadBalanceing,LoadBalancingService,POST http://localhost:9032/api/ProviderService17 PUT http://localhost:9032/api/ProviderService17 GET http://localhost:9032/api/ProviderService17 POST http://localhost:9033/api/ProviderService18 PUT http://localhost:9033/api/ProviderService18 GET http://localhost:9033/api/ProviderService18 POST http://localhost:9034/api/ProviderService19 PUT http://localhost:9034/api/ProviderService19 GET http://localhost:9034/api/ProviderService19 
22,ProviderService17,http://localhost:9032/api/ProviderService17,POST PUT GET ,false,22,LoadBalanceing,ProviderService,
23,ProviderService18,http://localhost:9033/api/ProviderService18,POST PUT GET ,false,23,LoadBalanceing,ProviderService,
24,ProviderService19,http://localhost:9034/api/ProviderService19,POST PUT GET ,false,24,LoadBalanceing,ProviderService,
25,LoadBalancingService5,http://localhost:9035/api/LoadBalancingService5,GET ,false,25,LoadBalanceing,LoadBalancingService,POST http://localhost:9036/api/ProviderService20 PUT http://localhost:9036/api/ProviderService20 GET http://localhost:9036/api/ProviderService20 POST http://localhost:9037/api/ProviderService21 PUT http://localhost:9037/api/ProviderService21 GET http://localhost:9037/api/ProviderService21 POST http://localhost:9038/api/ProviderService22 PUT http://localhost:9038/api/ProviderService22 GET http://localhost:9038/api/ProviderService22 POST http://localhost:9039/api/ProviderService23 PUT http://localhost:9039/api/ProviderService23 GET http://localhost:9039/api/ProviderService23 
26,ProviderService20,http://localhost:9036/api/ProviderService20,POST PUT GET ,false,26,LoadBalanceing,ProviderService,
27,ProviderService21,http://localhost:9037/api/ProviderService21,POST PUT GET ,false,27,LoadBalanceing,ProviderService,
28,ProviderService22,http://localhost:9038/api/ProviderService22,POST PUT GET ,false,28,LoadBalanceing,ProviderService,
29,ProviderService23,http://localhost:9039/api/ProviderService23,POST PUT GET ,false,29,LoadBalanceing,ProviderService,
30,LoadBalancingService6,http://localhost:9040/api/LoadBalancingService6,GET ,false,30,LoadBalanceing,LoadBalancingService,POST http://localhost:9041/api/ProviderService24 PUT http://localhost:9041/api/ProviderService24 GET http://localhost:9041/api/ProviderService24 POST http://localhost:9042/api/ProviderService25 PUT http://localhost:9042/api/ProviderService25 GET http://localhost:9042/api/ProviderService25 POST http://localhost:9043/api/ProviderService26 PUT http://localhost:9043/api/ProviderService26 GET http://localhost:9043/api/ProviderService26 POST http://localhost:9044/api/ProviderService27 PUT http://localhost:9044/api/ProviderService27 GET http://localhost:9044/api/ProviderService27 POST http://localhost:9045/api/ProviderService28 PUT http://localhost:9045/api/ProviderService28 GET http://localhost:9045/api/ProviderService28 
31,ProviderService24,http://localhost:9041/api/ProviderService24,POST PUT GET ,false,31,LoadBalanceing,ProviderService,
32,ProviderService25,http://localhost:9042/api/ProviderService25,POST PUT GET ,false,32,LoadBalanceing,ProviderService,
33,ProviderService26,http://localhost:9043/api/ProviderService26,POST PUT GET ,false,33,LoadBalanceing,ProviderService,
34,ProviderService27,http://localhost:9044/api/ProviderService27,POST PUT GET ,false,34,LoadBalanceing,ProviderService,
35,ProviderService28,http://localhost:9045/api/ProviderService28,POST PUT GET ,false,35,LoadBalanceing,ProviderService,
36,LoadBalancingService7,http://localhost:9046/api/LoadBalancingService7,GET ,false,36,LoadBalanceing,LoadBalancingService,POST http://localhost:9047/api/ProviderService29 PUT http://localhost:9047/api/ProviderService29 GET http://localhost:9047/api/ProviderService29 POST http://localhost:9048/api/ProviderService30 PUT http://localhost:9048/api/ProviderService30 GET http://localhost:9048/api/ProviderService30 
37,ProviderService29,http://localhost:9047/api/ProviderService29,POST PUT GET ,false,37,LoadBalanceing,ProviderService,
38,ProviderService30,http://localhost:9048/api/ProviderService30,POST PUT GET ,false,38,LoadBalanceing,ProviderService,
39,LoadBalancingService8,http://localhost:9049/api/LoadBalancingService8,GET ,false,39,LoadBalanceing,LoadBalancingService,POST http://localhost:9050/api/ProviderService31 PUT http://localhost:9050/api/ProviderService31 GET http://localhost:9050/api/ProviderService31 POST http://localhost:9051/api/ProviderService32 PUT http://localhost:9051/api/ProviderService32 GET http://localhost:9051/api/ProviderService32 POST http://localhost:9052/api/ProviderService33 PUT http://localhost:9052/api/ProviderService33 GET http://localhost:9052/api/ProviderService33 POST http://localhost:9053/api/ProviderService34 PUT http://localhost:9053/api/ProviderService34 GET http://localhost:9053/api/ProviderService34 POST http://localhost:9054/api/ProviderService35 PUT http://localhost:9054/api/ProviderService35 GET http://localhost:9054/api/ProviderService35 
40,ProviderService31,http://localhost:9050/api/ProviderService31,POST PUT GET ,false,40,LoadBalanceing,ProviderService,
41,ProviderService32,http://localhost:9051/api/ProviderService32,POST PUT GET ,false,41,LoadBalanceing,ProviderService,
42,ProviderService33,http://localhost:9052/api/ProviderService33,POST PUT GET ,false,42,LoadBalanceing,ProviderService,
43,ProviderService34,http://localhost:9053/api/ProviderService34,POST PUT GET ,false,43,LoadBalanceing,ProviderService,
44,ProviderService35,http://localhost:9054/api/ProviderService35,POST PUT GET ,false,44,LoadBalanceing,ProviderService,
45,LoadBalancingService9,http://localhost:9055/api/LoadBalancingService9,GET ,false,45,LoadBalanceing,LoadBalancingService,POST http://localhost:9056/api/ProviderService36 PUT http://localhost:9056/api/ProviderService36 GET http://localhost:9056/api/ProviderService36 POST http://localhost:9057/api/ProviderService37 PUT http://localhost:9057/api/ProviderService37 GET http://localhost:9057/api/ProviderService37 POST http://localhost:9058/api/ProviderService38 PUT http://localhost:9058/api/ProviderService38 GET http://localhost:9058/api/ProviderService38 
46,ProviderService36,http://localhost:9056/api/ProviderService36,POST PUT GET ,false,46,LoadBalanceing,ProviderService,
47,ProviderService37,http://localhost:9057/api/ProviderService37,POST PUT GET ,false,47,LoadBalanceing,ProviderService,
48,ProviderService38,http://localhost:9058/api/ProviderService38,POST PUT GET ,false,48,LoadBalanceing,ProviderService,
49,LoadBalancingService10,http://localhost:9059/api/LoadBalancingService10,GET ,false,49,LoadBalanceing,LoadBalancingService,POST http://localhost:9060/api/ProviderService39 PUT http://localhost:9060/api/ProviderService39 GET http://localhost:9060/api/ProviderService39 POST http://localhost:9061/api/ProviderService40 PUT http://localhost:9061/api/ProviderService40 GET http://localhost:9061/api/ProviderService40 POST http://localhost:9062/api/ProviderService41 PUT http://localhost:9062/api/ProviderService41 GET http://localhost:9062/api/ProviderService41 POST http://localhost:9063/api/ProviderService42 PUT http://localhost:9063/api/ProviderService42 GET http://localhost:9063/api/ProviderService42 
50,ProviderService39,http://localhost:9060/api/ProviderService39,POST PUT GET ,false,50,LoadBalanceing,ProviderService,
51,ProviderService40,http://localhost:9061/api/ProviderService40,POST PUT GET ,false,51,LoadBalanceing,ProviderService,
52,ProviderService41,http://localhost:9062/api/ProviderService41,POST PUT GET ,false,52,LoadBalanceing,ProviderService,
53,ProviderService42,http://localhost:9063/api/ProviderService42,POST PUT GET ,false,53,LoadBalanceing,ProviderService,
54,LoadBalancingService11,http://localhost:9064/api/LoadBalancingService11,GET ,false,54,LoadBalanceing,LoadBalancingService,POST http://localhost:9065/api/ProviderService43 PUT http://localhost:9065/api/ProviderService43 GET http://localhost:9065/api/ProviderService43 POST http://localhost:9066/api/ProviderService44 PUT http://localhost:9066/api/ProviderService44 GET http://localhost:9066/api/ProviderService44 POST http://localhost:9067/api/ProviderService45 PUT http://localhost:9067/api/ProviderService45 GET http://localhost:9067/api/ProviderService45 
55,ProviderService43,http://localhost:9065/api/ProviderService43,POST PUT GET ,false,55,LoadBalanceing,ProviderService,
56,ProviderService44,http://localhost:9066/api/ProviderService44,POST PUT GET ,false,56,LoadBalanceing,ProviderService,
57,ProviderService45,http://localhost:9067/api/ProviderService45,POST PUT GET ,false,57,LoadBalanceing,ProviderService,
58,LoadBalancingService12,http://localhost:9068/api/LoadBalancingService12,GET ,false,58,LoadBalanceing,LoadBalancingService,POST http://localhost:9069/api/ProviderService46 PUT http://localhost:9069/api/ProviderService46 GET http://localhost:9069/api/ProviderService46 POST http://localhost:9070/api/ProviderService47 PUT http://localhost:9070/api/ProviderService47 GET http://localhost:9070/api/ProviderService47 POST http://localhost:9071/api/ProviderService48 PUT http://localhost:9071/api/ProviderService48 GET http://localhost:9071/api/ProviderService48 POST http://localhost:9072/api/ProviderService49 PUT http://localhost:9072/api/ProviderService49 GET http://localhost:9072/api/ProviderService49 POST http://localhost:9073/api/ProviderService50 PUT http://localhost:9073/api/ProviderService50 GET http://localhost:9073/api/ProviderService50 
59,ProviderService46,http://localhost:9069/api/ProviderService46,POST PUT GET ,false,59,LoadBalanceing,ProviderService,
60,ProviderService47,http://localhost:9070/api/ProviderService47,POST PUT GET ,false,60,LoadBalanceing,ProviderService,
61,ProviderService48,http://localhost:9071/api/ProviderService48,POST PUT GET ,false,61,LoadBalanceing,ProviderService,
62,ProviderService49,http://localhost:9072/api/ProviderService49,POST PUT GET ,false,62,LoadBalanceing,ProviderService,
63,ProviderService50,http://localhost:9073/api/ProviderService50,POST PUT GET ,false,63,LoadBalanceing,ProviderService,
64,LoadBalancingService13,http://localhost:9074/api/LoadBalancingService13,GET ,false,64,LoadBalanceing,LoadBalancingService,POST http://localhost:9075/api/ProviderService51 PUT http://localhost:9075/api/ProviderService51 GET http://localhost:9075/api/ProviderService51 POST http://localhost:9076/api/ProviderService52 PUT http://localhost:9076/api/ProviderService52 GET http://localhost:9076/api/ProviderService52 POST http://localhost:9077/api/ProviderService53 PUT http://localhost:9077/api/ProviderService53 GET http://localhost:9077/api/ProviderService53 POST http://localhost:9078/api/ProviderService54 PUT http://localhost:9078/api/ProviderService54 GET http://localhost:9078/api/ProviderService54 POST http://localhost:9079/api/ProviderService55 PUT http://localhost:9079/api/ProviderService55 GET http://localhost:9079/api/ProviderService55 
65,ProviderService51,http://localhost:9075/api/ProviderService51,POST PUT GET ,false,65,LoadBalanceing,ProviderService,
66,ProviderService52,http://localhost:9076/api/ProviderService52,POST PUT GET ,false,66,LoadBalanceing,ProviderService,
67,ProviderService53,http://localhost:9077/api/ProviderService53,POST PUT GET ,false,67,LoadBalanceing,ProviderService,
68,ProviderService54,http://localhost:9078/api/ProviderService54,POST PUT GET ,false,68,LoadBalanceing,ProviderService,
69,ProviderService55,http://localhost:9079/api/ProviderService55,POST PUT GET ,false,69,LoadBalanceing,ProviderService,
70,LoadBalancingService14,http://localhost:9080/api/LoadBalancingService14,GET ,false,70,LoadBalanceing,LoadBalancingService,POST http://localhost:9081/api/ProviderService56 PUT http://localhost:9081/api/ProviderService56 GET http://localhost:9081/api/ProviderService56 POST http://localhost:9082/api/ProviderService57 PUT http://localhost:9082/api/ProviderService57 GET http://localhost:9082/api/ProviderService57 POST http://localhost:9083/api/ProviderService58 PUT http://localhost:9083/api/ProviderService58 GET http://localhost:9083/api/ProviderService58 POST http://localhost:9084/api/ProviderService59 PUT http://localhost:9084/api/ProviderService59 GET http://localhost:9084/api/ProviderService59 POST http://localhost:9085/api/ProviderService60 PUT http://localhost:9085/api/ProviderService60 GET http://localhost:9085/api/ProviderService60 POST http://localhost:9086/api/ProviderService61 PUT http://localhost:9086/api/ProviderService61 GET http://localhost:9086/api/ProviderService61 
71,ProviderService56,http://localhost:9081/api/ProviderService56,POST PUT GET ,false,71,LoadBalanceing,ProviderService,
72,ProviderService57,http://localhost:9082/api/ProviderService57,POST PUT GET ,false,72,LoadBalanceing,ProviderService,
73,ProviderService58,http://localhost:9083/api/ProviderService58,POST PUT GET ,false,73,LoadBalanceing,ProviderService,
74,ProviderService59,http://localhost:9084/api/ProviderService59,POST PUT GET ,false,74,LoadBalanceing,ProviderService,
75,ProviderService60,http://localhost:9085/api/ProviderService60,POST PUT GET ,false,75,LoadBalanceing,ProviderService,
76,ProviderService61,http://localhost:9086/api/ProviderService61,POST PUT GET ,false,76,LoadBalanceing,ProviderService,
