id,microserviceName,URI,connectionTypes,duplicate,creationTime,pattern,role,connections
2878,Head55,http://localhost:11888/api/Head55,,false,2878,Consolidation,Head,POST http://localhost:11889/api/Worker238 PUT http://localhost:11889/api/Worker238 GET http://localhost:11889/api/Worker238 POST http://localhost:11890/api/Worker239 PUT http://localhost:11890/api/Worker239 GET http://localhost:11890/api/Worker239 POST http://localhost:11891/api/Worker240 PUT http://localhost:11891/api/Worker240 GET http://localhost:11891/api/Worker240 POST http://localhost:11892/api/Worker241 PUT http://localhost:11892/api/Worker241 GET http://localhost:11892/api/Worker241 POST http://localhost:11893/api/Worker242 PUT http://localhost:11893/api/Worker242 GET http://localhost:11893/api/Worker242 
2879,Worker238,http://localhost:11889/api/Worker238,POST PUT GET ,false,2879,Consolidation,Worker,
2880,Worker239,http://localhost:11890/api/Worker239,POST PUT GET ,false,2880,Consolidation,Worker,
2881,Worker240,http://localhost:11891/api/Worker240,POST PUT GET ,false,2881,Consolidation,Worker,
2882,Worker241,http://localhost:11892/api/Worker241,POST PUT GET ,false,2882,Consolidation,Worker,
2883,Worker242,http://localhost:11893/api/Worker242,POST PUT GET ,false,2883,Consolidation,Worker,
2884,Head56,http://localhost:11894/api/Head56,,false,2884,Consolidation,Head,POST http://localhost:11895/api/Worker243 PUT http://localhost:11895/api/Worker243 GET http://localhost:11895/api/Worker243 POST http://localhost:11896/api/Worker244 PUT http://localhost:11896/api/Worker244 GET http://localhost:11896/api/Worker244 POST http://localhost:11897/api/Worker245 PUT http://localhost:11897/api/Worker245 GET http://localhost:11897/api/Worker245 POST http://localhost:11898/api/Worker246 PUT http://localhost:11898/api/Worker246 GET http://localhost:11898/api/Worker246 
2885,Worker243,http://localhost:11895/api/Worker243,POST PUT GET ,false,2885,Consolidation,Worker,
2886,Worker244,http://localhost:11896/api/Worker244,POST PUT GET ,false,2886,Consolidation,Worker,
2887,Worker245,http://localhost:11897/api/Worker245,POST PUT GET ,false,2887,Consolidation,Worker,
2888,Worker246,http://localhost:11898/api/Worker246,POST PUT GET ,false,2888,Consolidation,Worker,
2889,Head57,http://localhost:11899/api/Head57,,false,2889,Consolidation,Head,POST http://localhost:11900/api/Worker247 PUT http://localhost:11900/api/Worker247 GET http://localhost:11900/api/Worker247 POST http://localhost:11901/api/Worker248 PUT http://localhost:11901/api/Worker248 GET http://localhost:11901/api/Worker248 
2890,Worker247,http://localhost:11900/api/Worker247,POST PUT GET ,false,2890,Consolidation,Worker,
2891,Worker248,http://localhost:11901/api/Worker248,POST PUT GET ,false,2891,Consolidation,Worker,
2892,Head58,http://localhost:11902/api/Head58,,false,2892,Consolidation,Head,POST http://localhost:11903/api/Worker249 PUT http://localhost:11903/api/Worker249 GET http://localhost:11903/api/Worker249 POST http://localhost:11904/api/Worker250 PUT http://localhost:11904/api/Worker250 GET http://localhost:11904/api/Worker250 POST http://localhost:11905/api/Worker251 PUT http://localhost:11905/api/Worker251 GET http://localhost:11905/api/Worker251 POST http://localhost:11906/api/Worker252 PUT http://localhost:11906/api/Worker252 GET http://localhost:11906/api/Worker252 POST http://localhost:11907/api/Worker253 PUT http://localhost:11907/api/Worker253 GET http://localhost:11907/api/Worker253 
2893,Worker249,http://localhost:11903/api/Worker249,POST PUT GET ,false,2893,Consolidation,Worker,
2894,Worker250,http://localhost:11904/api/Worker250,POST PUT GET ,false,2894,Consolidation,Worker,
2895,Worker251,http://localhost:11905/api/Worker251,POST PUT GET ,false,2895,Consolidation,Worker,
2896,Worker252,http://localhost:11906/api/Worker252,POST PUT GET ,false,2896,Consolidation,Worker,
2897,Worker253,http://localhost:11907/api/Worker253,POST PUT GET ,false,2897,Consolidation,Worker,
