0 | LoadBalancingService0 | http://localhost:9010/api/LoadBalancingService0 | GET | false | 0 | LoadBalanceing: LoadBalancingService | POST http://localhost:9011/api/ProviderService0 PUT http://localhost:9011/api/ProviderService0 GET http://localhost:9011/api/ProviderService0 POST http://localhost:9012/api/ProviderService1 PUT http://localhost:9012/api/ProviderService1 GET http://localhost:9012/api/ProviderService1 POST http://localhost:9013/api/ProviderService2 PUT http://localhost:9013/api/ProviderService2 GET http://localhost:9013/api/ProviderService2 POST http://localhost:9014/api/ProviderService3 PUT http://localhost:9014/api/ProviderService3 GET http://localhost:9014/api/ProviderService3 POST http://localhost:9015/api/ProviderService4 PUT http://localhost:9015/api/ProviderService4 GET http://localhost:9015/api/ProviderService4 POST http://localhost:9016/api/ProviderService5 PUT http://localhost:9016/api/ProviderService5 GET http://localhost:9016/api/ProviderService5 
1 | ProviderService0 | http://localhost:9011/api/ProviderService0 | POST PUT GET | false | 1 | LoadBalanceing: ProviderService | 
2 | ProviderService1 | http://localhost:9012/api/ProviderService1 | POST PUT GET | false | 2 | LoadBalanceing: ProviderService | 
3 | ProviderService2 | http://localhost:9013/api/ProviderService2 | POST PUT GET | false | 3 | LoadBalanceing: ProviderService | 
4 | ProviderService3 | http://localhost:9014/api/ProviderService3 | POST PUT GET | false | 4 | LoadBalanceing: ProviderService | 
5 | ProviderService4 | http://localhost:9015/api/ProviderService4 | POST PUT GET | false | 5 | LoadBalanceing: ProviderService | 
6 | ProviderService5 | http://localhost:9016/api/ProviderService5 | POST PUT GET | false | 6 | LoadBalanceing: ProviderService | 
7 | LoadBalancingService1 | http://localhost:9017/api/LoadBalancingService1 | GET | false | 7 | LoadBalanceing: LoadBalancingService | POST http://localhost:9018/api/ProviderService6 PUT http://localhost:9018/api/ProviderService6 GET http://localhost:9018/api/ProviderService6 POST http://localhost:9019/api/ProviderService7 PUT http://localhost:9019/api/ProviderService7 GET http://localhost:9019/api/ProviderService7 POST http://localhost:9020/api/ProviderService8 PUT http://localhost:9020/api/ProviderService8 GET http://localhost:9020/api/ProviderService8 
8 | ProviderService6 | http://localhost:9018/api/ProviderService6 | POST PUT GET | false | 8 | LoadBalanceing: ProviderService | 
9 | ProviderService7 | http://localhost:9019/api/ProviderService7 | POST PUT GET | false | 9 | LoadBalanceing: ProviderService | 
10 | ProviderService8 | http://localhost:9020/api/ProviderService8 | POST PUT GET | false | 10 | LoadBalanceing: ProviderService | 
11 | LoadBalancingService2 | http://localhost:9021/api/LoadBalancingService2 | GET | false | 11 | LoadBalanceing: LoadBalancingService | POST http://localhost:9022/api/ProviderService9 PUT http://localhost:9022/api/ProviderService9 GET http://localhost:9022/api/ProviderService9 POST http://localhost:9023/api/ProviderService10 PUT http://localhost:9023/api/ProviderService10 GET http://localhost:9023/api/ProviderService10 
12 | ProviderService9 | http://localhost:9022/api/ProviderService9 | POST PUT GET | false | 12 | LoadBalanceing: ProviderService | 
13 | ProviderService10 | http://localhost:9023/api/ProviderService10 | POST PUT GET | false | 13 | LoadBalanceing: ProviderService | 
14 | DispatcherService0 | http://localhost:9024/api/DispatcherService0 | POST | false | 14 | PriorityQueue: DispatcherService | POST http://localhost:9030/api/ExternalService0 PUT http://localhost:9030/api/ExternalService0 GET http://localhost:9030/api/ExternalService0 DELETE http://localhost:9030/api/ExternalService0 POST http://localhost:9031/api/ExternalService1 PUT http://localhost:9031/api/ExternalService1 GET http://localhost:9031/api/ExternalService1 DELETE http://localhost:9031/api/ExternalService1 POST http://localhost:9032/api/ExternalService2 PUT http://localhost:9032/api/ExternalService2 GET http://localhost:9032/api/ExternalService2 DELETE http://localhost:9032/api/ExternalService2 
15 | ClientService0 | http://localhost:9025/api/ClientService0 | | false | 15 | PriorityQueue: ClientService | POST http://localhost:9024/api/DispatcherService0 PUT http://localhost:9024/api/DispatcherService0 GET http://localhost:9024/api/DispatcherService0 DELETE http://localhost:9024/api/DispatcherService0 
16 | ClientService1 | http://localhost:9026/api/ClientService1 | | false | 16 | PriorityQueue: ClientService | POST http://localhost:9024/api/DispatcherService0 PUT http://localhost:9024/api/DispatcherService0 GET http://localhost:9024/api/DispatcherService0 DELETE http://localhost:9024/api/DispatcherService0 
17 | ClientService2 | http://localhost:9027/api/ClientService2 | | false | 17 | PriorityQueue: ClientService | POST http://localhost:9024/api/DispatcherService0 PUT http://localhost:9024/api/DispatcherService0 GET http://localhost:9024/api/DispatcherService0 DELETE http://localhost:9024/api/DispatcherService0 
18 | ClientService3 | http://localhost:9028/api/ClientService3 | | false | 18 | PriorityQueue: ClientService | POST http://localhost:9024/api/DispatcherService0 PUT http://localhost:9024/api/DispatcherService0 GET http://localhost:9024/api/DispatcherService0 DELETE http://localhost:9024/api/DispatcherService0 
19 | ClientService4 | http://localhost:9029/api/ClientService4 | | false | 19 | PriorityQueue: ClientService | POST http://localhost:9024/api/DispatcherService0 PUT http://localhost:9024/api/DispatcherService0 GET http://localhost:9024/api/DispatcherService0 DELETE http://localhost:9024/api/DispatcherService0 
20 | ExternalService0 | http://localhost:9030/api/ExternalService0 | POST | false | 20 | PriorityQueue: ExternalService | 
21 | ExternalService1 | http://localhost:9031/api/ExternalService1 | POST | false | 21 | PriorityQueue: ExternalService | 
22 | ExternalService2 | http://localhost:9032/api/ExternalService2 | POST | false | 22 | PriorityQueue: ExternalService | 
23 | DispatcherService1 | http://localhost:9033/api/DispatcherService1 | POST | false | 23 | PriorityQueue: DispatcherService | POST http://localhost:9037/api/ExternalService3 PUT http://localhost:9037/api/ExternalService3 GET http://localhost:9037/api/ExternalService3 DELETE http://localhost:9037/api/ExternalService3 POST http://localhost:9038/api/ExternalService4 PUT http://localhost:9038/api/ExternalService4 GET http://localhost:9038/api/ExternalService4 DELETE http://localhost:9038/api/ExternalService4 
24 | ClientService5 | http://localhost:9034/api/ClientService5 | | false | 24 | PriorityQueue: ClientService | POST http://localhost:9033/api/DispatcherService1 PUT http://localhost:9033/api/DispatcherService1 GET http://localhost:9033/api/DispatcherService1 DELETE http://localhost:9033/api/DispatcherService1 
25 | ClientService6 | http://localhost:9035/api/ClientService6 | | false | 25 | PriorityQueue: ClientService | POST http://localhost:9033/api/DispatcherService1 PUT http://localhost:9033/api/DispatcherService1 GET http://localhost:9033/api/DispatcherService1 DELETE http://localhost:9033/api/DispatcherService1 
26 | ClientService7 | http://localhost:9036/api/ClientService7 | | false | 26 | PriorityQueue: ClientService | POST http://localhost:9033/api/DispatcherService1 PUT http://localhost:9033/api/DispatcherService1 GET http://localhost:9033/api/DispatcherService1 DELETE http://localhost:9033/api/DispatcherService1 
27 | ExternalService3 | http://localhost:9037/api/ExternalService3 | POST | false | 27 | PriorityQueue: ExternalService | 
28 | ExternalService4 | http://localhost:9038/api/ExternalService4 | POST | false | 28 | PriorityQueue: ExternalService | 
29 | DispatcherService2 | http://localhost:9039/api/DispatcherService2 | POST | false | 29 | PriorityQueue: DispatcherService | POST http://localhost:9045/api/ExternalService5 PUT http://localhost:9045/api/ExternalService5 GET http://localhost:9045/api/ExternalService5 DELETE http://localhost:9045/api/ExternalService5 
30 | ClientService8 | http://localhost:9040/api/ClientService8 | | false | 30 | PriorityQueue: ClientService | POST http://localhost:9039/api/DispatcherService2 PUT http://localhost:9039/api/DispatcherService2 GET http://localhost:9039/api/DispatcherService2 DELETE http://localhost:9039/api/DispatcherService2 
31 | ClientService9 | http://localhost:9041/api/ClientService9 | | false | 31 | PriorityQueue: ClientService | POST http://localhost:9039/api/DispatcherService2 PUT http://localhost:9039/api/DispatcherService2 GET http://localhost:9039/api/DispatcherService2 DELETE http://localhost:9039/api/DispatcherService2 
32 | ClientService10 | http://localhost:9042/api/ClientService10 | | false | 32 | PriorityQueue: ClientService | POST http://localhost:9039/api/DispatcherService2 PUT http://localhost:9039/api/DispatcherService2 GET http://localhost:9039/api/DispatcherService2 DELETE http://localhost:9039/api/DispatcherService2 
33 | ClientService11 | http://localhost:9043/api/ClientService11 | | false | 33 | PriorityQueue: ClientService | POST http://localhost:9039/api/DispatcherService2 PUT http://localhost:9039/api/DispatcherService2 GET http://localhost:9039/api/DispatcherService2 DELETE http://localhost:9039/api/DispatcherService2 
34 | ClientService12 | http://localhost:9044/api/ClientService12 | | false | 34 | PriorityQueue: ClientService | POST http://localhost:9039/api/DispatcherService2 PUT http://localhost:9039/api/DispatcherService2 GET http://localhost:9039/api/DispatcherService2 DELETE http://localhost:9039/api/DispatcherService2 
35 | ExternalService5 | http://localhost:9045/api/ExternalService5 | POST | false | 35 | PriorityQueue: ExternalService | 
36 | Cache0 | http://localhost:9046/api/Cache0 | POST GET PUT DELETE | false | 36 | CacheASide: Cache | 
37 | Client0 | http://localhost:9047/api/Client0 | | false | 37 | CacheASide: Client | POST http://localhost:9046/api/Cache0 GET http://localhost:9046/api/Cache0 PUT http://localhost:9046/api/Cache0 DELETE http://localhost:9046/api/Cache0 
38 | Client1 | http://localhost:9048/api/Client1 | | false | 38 | CacheASide: Client | POST http://localhost:9046/api/Cache0 GET http://localhost:9046/api/Cache0 PUT http://localhost:9046/api/Cache0 DELETE http://localhost:9046/api/Cache0 
39 | Cache1 | http://localhost:9049/api/Cache1 | POST GET PUT DELETE | false | 39 | CacheASide: Cache | 
40 | Client2 | http://localhost:9050/api/Client2 | | false | 40 | CacheASide: Client | POST http://localhost:9049/api/Cache1 GET http://localhost:9049/api/Cache1 PUT http://localhost:9049/api/Cache1 DELETE http://localhost:9049/api/Cache1 
41 | Client3 | http://localhost:9051/api/Client3 | | false | 41 | CacheASide: Client | POST http://localhost:9049/api/Cache1 GET http://localhost:9049/api/Cache1 PUT http://localhost:9049/api/Cache1 DELETE http://localhost:9049/api/Cache1 
42 | Client4 | http://localhost:9052/api/Client4 | | false | 42 | CacheASide: Client | POST http://localhost:9049/api/Cache1 GET http://localhost:9049/api/Cache1 PUT http://localhost:9049/api/Cache1 DELETE http://localhost:9049/api/Cache1 
43 | Client5 | http://localhost:9053/api/Client5 | | false | 43 | CacheASide: Client | POST http://localhost:9049/api/Cache1 GET http://localhost:9049/api/Cache1 PUT http://localhost:9049/api/Cache1 DELETE http://localhost:9049/api/Cache1 
44 | Cache2 | http://localhost:9054/api/Cache2 | POST GET PUT DELETE | false | 44 | CacheASide: Cache | 
45 | Client6 | http://localhost:9055/api/Client6 | | false | 45 | CacheASide: Client | POST http://localhost:9054/api/Cache2 GET http://localhost:9054/api/Cache2 PUT http://localhost:9054/api/Cache2 DELETE http://localhost:9054/api/Cache2 
46 | Client7 | http://localhost:9056/api/Client7 | | false | 46 | CacheASide: Client | POST http://localhost:9054/api/Cache2 GET http://localhost:9054/api/Cache2 PUT http://localhost:9054/api/Cache2 DELETE http://localhost:9054/api/Cache2 
47 | Client8 | http://localhost:9057/api/Client8 | | false | 47 | CacheASide: Client | POST http://localhost:9054/api/Cache2 GET http://localhost:9054/api/Cache2 PUT http://localhost:9054/api/Cache2 DELETE http://localhost:9054/api/Cache2 
48 | Leader0 | http://localhost:9058/api/Leader0 | GET PUT | false | 48 | LeaderElection: Leader | 
49 | Client0 | http://localhost:9059/api/Client0 | GET PUT | false | 49 | LeaderElection: Client | GET http://localhost:9058/api/Leader0 PUT http://localhost:9058/api/Leader0 
