id,microserviceName,URI,connectionTypes,duplicate,creationTime,pattern,role,connections
0,Head0,http://localhost:9010/api/Head0,,false,0,Consolidation,Head,POST http://localhost:9011/api/Worker0 PUT http://localhost:9011/api/Worker0 GET http://localhost:9011/api/Worker0 POST http://localhost:9012/api/Worker1 PUT http://localhost:9012/api/Worker1 GET http://localhost:9012/api/Worker1 POST http://localhost:9013/api/Worker2 PUT http://localhost:9013/api/Worker2 GET http://localhost:9013/api/Worker2 POST http://localhost:9014/api/Worker3 PUT http://localhost:9014/api/Worker3 GET http://localhost:9014/api/Worker3 POST http://localhost:9015/api/Worker4 PUT http://localhost:9015/api/Worker4 GET http://localhost:9015/api/Worker4 
1,Worker0,http://localhost:9011/api/Worker0,POST PUT GET ,false,1,Consolidation,Worker,
2,Worker1,http://localhost:9012/api/Worker1,POST PUT GET ,false,2,Consolidation,Worker,
3,Worker2,http://localhost:9013/api/Worker2,POST PUT GET ,false,3,Consolidation,Worker,
4,Worker3,http://localhost:9014/api/Worker3,POST PUT GET ,false,4,Consolidation,Worker,
5,Worker4,http://localhost:9015/api/Worker4,POST PUT GET ,false,5,Consolidation,Worker,
6,Head1,http://localhost:9016/api/Head1,,false,6,Consolidation,Head,POST http://localhost:9017/api/Worker5 PUT http://localhost:9017/api/Worker5 GET http://localhost:9017/api/Worker5 POST http://localhost:9018/api/Worker6 PUT http://localhost:9018/api/Worker6 GET http://localhost:9018/api/Worker6 POST http://localhost:9019/api/Worker7 PUT http://localhost:9019/api/Worker7 GET http://localhost:9019/api/Worker7 POST http://localhost:9020/api/Worker8 PUT http://localhost:9020/api/Worker8 GET http://localhost:9020/api/Worker8 POST http://localhost:9021/api/Worker9 PUT http://localhost:9021/api/Worker9 GET http://localhost:9021/api/Worker9 
7,Worker5,http://localhost:9017/api/Worker5,POST PUT GET ,false,7,Consolidation,Worker,
8,Worker6,http://localhost:9018/api/Worker6,POST PUT GET ,false,8,Consolidation,Worker,
9,Worker7,http://localhost:9019/api/Worker7,POST PUT GET ,false,9,Consolidation,Worker,
10,Worker8,http://localhost:9020/api/Worker8,POST PUT GET ,false,10,Consolidation,Worker,
11,Worker9,http://localhost:9021/api/Worker9,POST PUT GET ,false,11,Consolidation,Worker,
12,Head2,http://localhost:9022/api/Head2,,false,12,Consolidation,Head,POST http://localhost:9023/api/Worker10 PUT http://localhost:9023/api/Worker10 GET http://localhost:9023/api/Worker10 POST http://localhost:9024/api/Worker11 PUT http://localhost:9024/api/Worker11 GET http://localhost:9024/api/Worker11 POST http://localhost:9025/api/Worker12 PUT http://localhost:9025/api/Worker12 GET http://localhost:9025/api/Worker12 POST http://localhost:9026/api/Worker13 PUT http://localhost:9026/api/Worker13 GET http://localhost:9026/api/Worker13 POST http://localhost:9027/api/Worker14 PUT http://localhost:9027/api/Worker14 GET http://localhost:9027/api/Worker14 
13,Worker10,http://localhost:9023/api/Worker10,POST PUT GET ,false,13,Consolidation,Worker,
14,Worker11,http://localhost:9024/api/Worker11,POST PUT GET ,false,14,Consolidation,Worker,
